sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;35;White;Married-civ-spouse;Assoc-voc;Puerto-Rico;Private;Other-service;<=50K
Male;41;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;30;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;30;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;<=50K
Male;48;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Male;42;White;Married-civ-spouse;Doctorate;United-States;Private;Prof-specialty;>50K
Male;29;White;Divorced;Some-college;United-States;Private;Tech-support;<=50K
Male;36;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Female;28;White;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
Female;53;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;>50K
Male;49;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Exec-managerial;>50K
Male;19;White;Never-married;Some-college;United-States;Private;Prof-specialty;<=50K
Female;31;Black;Separated;Bachelors;United-States;Private;Sales;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Self-emp-not-inc;Sales;>50K
Male;23;White;Never-married;Some-college;United-States;Private;Machine-op-inspct;<=50K
Male;79;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;<=50K
Male;27;White;Never-married;HS-grad;Mexico;Private;Other-service;<=50K
Male;40;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;<=50K
Female;18;White;Never-married;11th;United-States;Private;Other-service;<=50K
Male;31;White;Married-civ-spouse;7th-8th;United-States;Local-gov;Farming-fishing;<=50K
Male;18;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
Male;52;White;Married-civ-spouse;Bachelors;Cuba;Private;Other-service;<=50K
Female;46;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
Male;59;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
Female;44;White;Divorced;HS-grad;United-States;Private;Craft-repair;>50K
Female;53;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
Male;49;White;Married-civ-spouse;HS-grad;United-States;Local-gov;Protective-serv;>50K
Male;33;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;<=50K
Male;30;White;Never-married;9th;United-States;Private;Sales;<=50K
Female;43;White;Never-married;Doctorate;United-States;Federal-gov;Prof-specialty;>50K
Male;57;White;Married-civ-spouse;Assoc-voc;United-States;Private;Prof-specialty;<=50K
Female;37;White;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
Female;28;Black;Divorced;Some-college;United-States;Private;Machine-op-inspct;<=50K
Male;34;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Protective-serv;>50K
Male;29;White;Never-married;Some-college;United-States;Local-gov;Handlers-cleaners;<=50K
Male;48;White;Married-civ-spouse;Doctorate;United-States;Self-emp-not-inc;Prof-specialty;>50K
Male;37;White;Married-civ-spouse;Some-college;United-States;Private;Sales;>50K
Female;48;White;Divorced;Assoc-acdm;England;Private;Exec-managerial;<=50K
Male;32;Black;Never-married;HS-grad;United-States;Federal-gov;Other-service;<=50K
Male;76;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
Male;44;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Female;47;White;Never-married;Masters;United-States;Self-emp-not-inc;Prof-specialty;<=50K
Female;20;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;32;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Craft-repair;>50K
Male;30;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
Female;31;White;Never-married;HS-grad;United-States;Local-gov;Adm-clerical;<=50K
Male;42;White;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;24;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
Male;38;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;>50K
Male;56;White;Married-civ-spouse;HS-grad;Canada;Self-emp-not-inc;Other-service;>50K
Female;28;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
Female;36;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;53;White;Married-civ-spouse;9th;United-States;Private;Handlers-cleaners;<=50K
Male;56;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Sales;<=50K
Male;49;Black;Married-civ-spouse;Assoc-voc;United-States;Local-gov;Craft-repair;>50K
Male;55;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
Male;22;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Female;21;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
Male;40;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;30;Black;Never-married;Bachelors;Germany;Private;Exec-managerial;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;State-gov;Prof-specialty;>50K
Male;19;Black;Never-married;Some-college;United-States;Private;Other-service;<=50K
Female;47;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Female;20;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Male;31;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;>50K
Male;39;White;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
Female;28;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
Female;24;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;38;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
Male;37;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;<=50K
Female;46;Black;Divorced;Assoc-acdm;United-States;Private;Tech-support;<=50K
Male;38;White;Married-civ-spouse;Masters;Iran;Federal-gov;Prof-specialty;>50K
Male;43;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
Female;27;White;Married-civ-spouse;Assoc-voc;United-States;Private;Adm-clerical;<=50K
Male;20;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;49;Asian-Pac-Islander;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
Male;61;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Craft-repair;<=50K
Female;27;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;19;White;Never-married;Some-college;Mexico;Private;Other-service;<=50K
Female;45;White;Never-married;Assoc-voc;United-States;Private;Prof-specialty;>50K
Male;70;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Female;31;Black;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;22;White;Married-civ-spouse;Some-college;United-States;Private;Other-service;<=50K
Female;36;White;Widowed;HS-grad;United-States;Private;Other-service;<=50K
Male;64;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
Female;47;White;Divorced;Some-college;Mexico;Local-gov;Adm-clerical;<=50K
Female;34;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;33;Asian-Pac-Islander;Never-married;Bachelors;Philippines;Private;Exec-managerial;<=50K
Male;21;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;48;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;23;White;Never-married;Bachelors;United-States;Private;Handlers-cleaners;<=50K
Male;71;Black;Separated;Some-college;United-States;Self-emp-not-inc;Sales;<=50K
Male;29;White;Divorced;HS-grad;United-States;Private;Craft-repair;<=50K
Male;42;Black;Separated;Bachelors;United-States;Private;Other-service;<=50K
Female;25;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Female;44;Asian-Pac-Islander;Divorced;Masters;United-States;Self-emp-inc;Exec-managerial;<=50K
Female;28;Asian-Pac-Islander;Never-married;HS-grad;England;Private;Exec-managerial;<=50K
Male;45;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Sales;>50K
Female;36;White;Divorced;Some-college;Mexico;Private;Other-service;<=50K
Male;39;White;Never-married;Assoc-acdm;United-States;Federal-gov;Exec-managerial;<=50K
Male;46;White;Widowed;Masters;United-States;State-gov;Protective-serv;<=50K
Male;18;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
Female;66;White;Widowed;Assoc-voc;United-States;Local-gov;Prof-specialty;<=50K
Male;27;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;28;White;Married-civ-spouse;HS-grad;United-States;State-gov;Protective-serv;<=50K
Male;51;White;Married-civ-spouse;Some-college;United-States;Private;Sales;>50K
Male;27;White;Never-married;Bachelors;United-States;Private;Craft-repair;<=50K
Male;28;White;Married-civ-spouse;Bachelors;United-States;State-gov;Prof-specialty;>50K
Female;27;White;Married-spouse-absent;HS-grad;United-States;Private;Sales;<=50K
Male;21;Black;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;34;Black;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;18;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;33;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;44;Black;Married-civ-spouse;Some-college;United-States;Local-gov;Exec-managerial;>50K
Female;43;White;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
Male;30;Black;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
Male;40;White;Married-civ-spouse;7th-8th;Mexico;Private;Machine-op-inspct;>50K
Male;37;White;Married-civ-spouse;Some-college;United-States;Federal-gov;Adm-clerical;>50K
Male;34;Black;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;41;White;Divorced;Bachelors;United-States;Self-emp-not-inc;Exec-managerial;<=50K
Female;31;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;<=50K
Male;58;White;Married-civ-spouse;Doctorate;United-States;State-gov;Prof-specialty;>50K
Female;38;Black;Divorced;Some-college;United-States;Private;Machine-op-inspct;<=50K
Male;24;White;Married-civ-spouse;Some-college;United-States;Private;Machine-op-inspct;<=50K
Male;41;Black;Married-civ-spouse;Bachelors;United-States;Local-gov;Craft-repair;<=50K
Male;47;White;Married-civ-spouse;Some-college;United-States;Private;Tech-support;<=50K
Male;41;White;Married-civ-spouse;Bachelors;United-States;Federal-gov;Tech-support;<=50K
Male;23;White;Married-civ-spouse;5th-6th;Mexico;Private;Transport-moving;<=50K
Male;36;White;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
Female;40;White;Never-married;Masters;United-States;Federal-gov;Exec-managerial;>50K
Male;35;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
Male;24;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Sales;<=50K
Female;26;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
Male;51;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Female;42;White;Never-married;Some-college;United-States;Local-gov;Prof-specialty;<=50K
Female;37;White;Divorced;HS-grad;United-States;State-gov;Adm-clerical;<=50K
Female;18;White;Never-married;11th;United-States;Private;Sales;<=50K
Male;36;Black;Married-civ-spouse;Bachelors;United-States;Private;Other-service;>50K
Male;35;White;Divorced;HS-grad;United-States;Private;Craft-repair;<=50K
Female;58;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Sales;>50K
Female;17;White;Never-married;11th;United-States;Private;Sales;<=50K
Male;44;Black;Married-civ-spouse;HS-grad;United-States;Local-gov;Transport-moving;<=50K
Male;37;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
Female;35;Amer-Indian-Eskimo;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;60;Asian-Pac-Islander;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;54;White;Married-civ-spouse;7th-8th;United-States;Self-emp-inc;Machine-op-inspct;>50K
Male;37;Black;Never-married;Bachelors;United-States;Private;Exec-managerial;>50K
Female;50;White;Divorced;Assoc-acdm;United-States;Private;Sales;<=50K
Male;38;White;Married-civ-spouse;Bachelors;Poland;Private;Sales;<=50K
Male;45;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;25;White;Never-married;10th;United-States;Private;Craft-repair;<=50K
Male;31;White;Married-civ-spouse;Some-college;United-States;Private;Handlers-cleaners;<=50K
Male;90;Black;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;54;Black;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;53;White;Never-married;Preschool;United-States;Local-gov;Machine-op-inspct;<=50K
Female;18;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
Male;66;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Female;75;White;Widowed;Assoc-voc;Columbia;Private;Adm-clerical;<=50K
Female;65;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;35;Black;Separated;11th;United-States;Private;Transport-moving;<=50K
Female;41;Black;Divorced;HS-grad;United-States;Private;Sales;<=50K
Male;25;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Female;33;Other;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
Male;28;White;Never-married;Prof-school;United-States;Private;Prof-specialty;>50K
Male;59;White;Married-civ-spouse;HS-grad;United-States;State-gov;Other-service;<=50K
Female;40;White;Never-married;Some-college;United-States;State-gov;Adm-clerical;<=50K
Male;41;White;Married-civ-spouse;Bachelors;Iran;Private;Exec-managerial;>50K
Male;38;White;Married-civ-spouse;Masters;United-States;Local-gov;Exec-managerial;>50K
Male;23;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;40;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
Female;41;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Other-service;<=50K
Male;24;White;Married-civ-spouse;Assoc-acdm;United-States;State-gov;Protective-serv;<=50K
Male;38;White;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
Male;58;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;>50K
Female;32;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;40;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Tech-support;>50K
Female;41;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;>50K
Female;42;Black;Married-civ-spouse;Bachelors;United-States;Private;Adm-clerical;<=50K
Female;59;Black;Widowed;10th;United-States;Local-gov;Other-service;<=50K
Male;19;White;Never-married;Some-college;United-States;Local-gov;Adm-clerical;<=50K
Male;58;White;Never-married;Some-college;United-States;Private;Transport-moving;<=50K
Male;42;Asian-Pac-Islander;Married-civ-spouse;HS-grad;Cambodia;Self-emp-not-inc;Farming-fishing;>50K
Female;20;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Female;32;White;Separated;HS-grad;United-States;Private;Other-service;<=50K
Female;45;White;Widowed;Assoc-voc;United-States;Private;Exec-managerial;<=50K
Male;50;White;Divorced;7th-8th;United-States;Private;Craft-repair;<=50K
Female;36;White;Divorced;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;45;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
Male;17;White;Never-married;11th;United-States;Private;Other-service;<=50K
Male;59;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
Male;26;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
Male;37;Asian-Pac-Islander;Married-civ-spouse;Some-college;Thailand;Self-emp-inc;Exec-managerial;>50K
Male;64;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
Female;33;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Female;33;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
Male;61;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
Male;17;White;Never-married;9th;United-States;Private;Other-service;<=50K
Male;50;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Male;27;White;Never-married;Masters;United-States;Local-gov;Prof-specialty;<=50K
Female;30;White;Divorced;HS-grad;United-States;Private;Prof-specialty;<=50K
Male;43;Black;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
Female;35;White;Never-married;Some-college;United-States;Private;Exec-managerial;<=50K
Female;25;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Female;24;White;Married-civ-spouse;Some-college;United-States;Private;Machine-op-inspct;>50K
Female;22;White;Never-married;Bachelors;Germany;Private;Prof-specialty;<=50K
Male;42;White;Married-civ-spouse;Some-college;United-States;Local-gov;Craft-repair;>50K
Female;34;Black;Divorced;Assoc-acdm;United-States;Private;Sales;<=50K
Female;60;White;Divorced;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;21;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;57;White;Married-civ-spouse;Masters;United-States;Federal-gov;Sales;>50K
Male;41;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;>50K
Male;50;White;Divorced;Some-college;United-States;Private;Other-service;<=50K
Female;25;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;50;White;Married-civ-spouse;7th-8th;Ecuador;Private;Craft-repair;<=50K
Male;36;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
Female;31;White;Divorced;HS-grad;United-States;Private;Prof-specialty;<=50K
Male;29;White;Never-married;Bachelors;United-States;Local-gov;Protective-serv;<=50K
Male;21;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Female;27;Black;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
Male;65;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Female;37;White;Divorced;Bachelors;United-States;Self-emp-inc;Sales;<=50K
Male;24;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;38;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
Male;48;White;Married-civ-spouse;Bachelors;United-States;Private;Adm-clerical;>50K
Female;21;Asian-Pac-Islander;Never-married;Some-college;United-States;Private;Other-service;<=50K
Male;31;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;>50K
Male;55;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;>50K
Female;24;Asian-Pac-Islander;Married-civ-spouse;Some-college;Laos;Private;Adm-clerical;<=50K
Female;43;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;26;White;Never-married;Assoc-acdm;United-States;Private;Tech-support;<=50K
Female;46;White;Never-married;Assoc-acdm;United-States;Private;Prof-specialty;<=50K
Male;35;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;>50K
Male;41;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Farming-fishing;>50K
Male;26;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
Male;34;Asian-Pac-Islander;Married-civ-spouse;Masters;Taiwan;Private;Exec-managerial;>50K
Female;36;Black;Divorced;Bachelors;United-States;Self-emp-not-inc;Prof-specialty;>50K
Male;22;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;24;White;Never-married;Some-college;United-States;Private;Machine-op-inspct;<=50K
Male;77;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Sales;<=50K
Female;22;White;Married-civ-spouse;5th-6th;Mexico;Private;Machine-op-inspct;<=50K
Female;29;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Female;62;White;Widowed;HS-grad;United-States;Private;Other-service;<=50K
Male;39;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Exec-managerial;<=50K
Male;43;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Male;35;White;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
Female;29;White;Never-married;11th;United-States;Private;Exec-managerial;<=50K
Male;76;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Craft-repair;<=50K
Male;63;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Female;43;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;>50K
Male;58;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Handlers-cleaners;<=50K
Male;66;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;41;Black;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
Male;26;White;Never-married;Bachelors;United-States;Private;Adm-clerical;<=50K
Male;47;White;Never-married;Assoc-voc;United-States;Private;Other-service;<=50K
Male;55;White;Married-civ-spouse;10th;United-States;Local-gov;Adm-clerical;<=50K
Male;53;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Male;17;White;Never-married;5th-6th;Mexico;Private;Other-service;<=50K
Male;30;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;49;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
Male;19;Black;Never-married;HS-grad;Haiti;Private;Sales;<=50K
Male;45;Black;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
Male;26;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
Male;38;White;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;>50K
Male;36;White;Married-civ-spouse;HS-grad;United-States;State-gov;Protective-serv;>50K
Male;33;White;Never-married;HS-grad;United-States;Private;Farming-fishing;<=50K
Female;22;Black;Never-married;Some-college;United-States;State-gov;Protective-serv;<=50K
Male;43;White;Never-married;Bachelors;United-States;Self-emp-not-inc;Sales;<=50K
Male;56;White;Married-spouse-absent;Assoc-acdm;Iran;Private;Other-service;<=50K
Male;31;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;33;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Male;26;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
Male;33;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Male;46;White;Married-civ-spouse;11th;United-States;Local-gov;Transport-moving;<=50K
Male;38;White;Married-civ-spouse;HS-grad;United-States;Federal-gov;Adm-clerical;>50K
Male;65;Other;Widowed;11th;United-States;Private;Other-service;<=50K
Male;40;White;Married-civ-spouse;Assoc-voc;United-States;Private;Tech-support;>50K
Female;42;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;26;White;Married-civ-spouse;9th;Portugal;Self-emp-not-inc;Craft-repair;<=50K
Female;36;White;Married-civ-spouse;10th;United-States;Private;Other-service;<=50K
Male;62;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
Male;43;White;Married-civ-spouse;Bachelors;United-States;Private;Transport-moving;<=50K
Male;43;White;Divorced;Bachelors;United-States;Private;Exec-managerial;>50K
Male;22;White;Married-spouse-absent;HS-grad;United-States;Private;Sales;<=50K
Male;28;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;56;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Sales;<=50K
Female;22;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
