sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;59;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
Female;*;White;Divorced;HS-grad;United-States;Private;Craft-repair;>50K
Female;*;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
Male;49;White;Married-civ-spouse;HS-grad;United-States;Local-gov;*;>50K
Male;33;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;<=50K
Male;*;White;Never-married;9th;United-States;Private;*;<=50K
Female;*;White;Never-married;Doctorate;United-States;Federal-gov;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;Private;Prof-specialty;<=50K
Female;*;White;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
Female;28;Black;Divorced;Some-college;United-States;Private;*;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Protective-serv;>50K
Male;*;White;Never-married;Some-college;United-States;Local-gov;*;<=50K
Male;*;White;Married-civ-spouse;*;United-States;Self-emp-not-inc;Prof-specialty;>50K
Male;37;White;Married-civ-spouse;Some-college;United-States;Private;Sales;>50K
Female;*;White;*;*;England;Private;*;<=50K
Male;*;Black;*;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
Male;44;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Female;*;White;*;*;United-States;Self-emp-not-inc;Prof-specialty;<=50K
Female;20;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;32;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
Female;*;White;Never-married;HS-grad;United-States;Local-gov;Adm-clerical;<=50K
Male;42;White;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;24;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
Male;38;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;>50K
Male;*;White;*;HS-grad;*;Self-emp-not-inc;*;>50K
Female;28;White;Married-civ-spouse;Some-college;United-States;Private;*;<=50K
Female;36;White;Never-married;HS-grad;United-States;Private;*;<=50K
Male;*;White;Married-civ-spouse;9th;United-States;Private;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Sales;<=50K
Male;*;Black;Married-civ-spouse;Assoc-voc;United-States;Local-gov;Craft-repair;>50K
Male;55;White;Married-civ-spouse;Some-college;United-States;Private;*;<=50K
Male;22;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Female;21;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
Male;40;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;*;Black;Never-married;Bachelors;*;Private;*;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;State-gov;Prof-specialty;>50K
Male;19;Black;Never-married;Some-college;United-States;Private;Other-service;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Female;20;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;>50K
Male;39;White;Divorced;Some-college;United-States;Private;*;<=50K
Female;*;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
Female;24;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;38;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
Male;37;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;<=50K
Female;*;Black;Divorced;Assoc-acdm;United-States;Private;*;<=50K
Male;*;White;*;Masters;*;Federal-gov;*;>50K
Male;43;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
Female;*;White;Married-civ-spouse;Assoc-voc;United-States;Private;Adm-clerical;<=50K
Male;20;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;49;Asian-Pac-Islander;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Craft-repair;<=50K
Female;27;White;Never-married;Some-college;United-States;Private;*;<=50K
Male;*;White;Never-married;Some-college;Mexico;Private;*;<=50K
Female;*;White;Never-married;Assoc-voc;United-States;Private;Prof-specialty;>50K
Male;*;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Female;*;Black;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;22;White;Married-civ-spouse;Some-college;United-States;Private;*;<=50K
Female;36;White;*;HS-grad;United-States;Private;Other-service;<=50K
Male;*;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
Female;*;White;*;*;*;*;Adm-clerical;<=50K
Female;34;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;*;Asian-Pac-Islander;Never-married;Bachelors;Philippines;Private;*;<=50K
Male;21;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;48;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;23;White;Never-married;Bachelors;United-States;Private;*;<=50K
Male;*;Black;*;Some-college;United-States;Self-emp-not-inc;Sales;<=50K
Male;29;White;Divorced;HS-grad;United-States;Private;*;<=50K
Male;*;Black;*;Bachelors;United-States;*;*;<=50K
Female;25;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Female;*;Asian-Pac-Islander;Divorced;*;United-States;Self-emp-inc;Exec-managerial;<=50K
Female;*;Asian-Pac-Islander;*;*;*;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Sales;>50K
Female;*;White;*;Some-college;*;Private;*;<=50K
Male;*;White;Never-married;*;United-States;*;*;<=50K
Male;*;White;*;Masters;United-States;*;*;<=50K
Male;18;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
Female;*;White;*;*;United-States;Local-gov;Prof-specialty;<=50K
Male;27;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;State-gov;Protective-serv;<=50K
Male;51;White;Married-civ-spouse;Some-college;United-States;Private;Sales;>50K
Male;27;White;Never-married;Bachelors;United-States;Private;*;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;State-gov;*;>50K
Female;*;White;Married-spouse-absent;HS-grad;United-States;Private;*;<=50K
Male;21;Black;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;34;Black;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;18;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;33;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;*;Black;Married-civ-spouse;Some-college;United-States;Local-gov;*;>50K
Female;43;White;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
Male;30;Black;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;7th-8th;Mexico;Private;Machine-op-inspct;>50K
Male;37;White;Married-civ-spouse;Some-college;United-States;Federal-gov;*;>50K
Male;34;Black;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;*;White;*;*;United-States;Self-emp-not-inc;Exec-managerial;<=50K
Female;31;White;Married-civ-spouse;*;United-States;Private;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Doctorate;United-States;State-gov;Prof-specialty;>50K
Female;38;Black;Divorced;Some-college;United-States;*;*;<=50K
Male;24;White;Married-civ-spouse;Some-college;United-States;Private;*;<=50K
Male;*;Black;Married-civ-spouse;Bachelors;United-States;Local-gov;Craft-repair;<=50K
Male;47;White;Married-civ-spouse;Some-college;United-States;Private;*;<=50K
Male;41;White;Married-civ-spouse;Bachelors;United-States;*;*;<=50K
Male;*;White;*;*;Mexico;Private;Transport-moving;<=50K
Male;36;White;Divorced;Some-college;United-States;Private;*;<=50K
Female;*;White;Never-married;Masters;United-States;*;Exec-managerial;>50K
Male;35;White;*;Masters;United-States;Private;Prof-specialty;>50K
Male;*;White;Never-married;HS-grad;United-States;Self-emp-not-inc;*;<=50K
Female;26;White;Never-married;Masters;United-States;Private;*;<=50K
Male;51;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Female;*;White;Never-married;Some-college;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;HS-grad;United-States;State-gov;Adm-clerical;<=50K
Female;18;White;Never-married;11th;United-States;Private;Sales;<=50K
Male;*;Black;Married-civ-spouse;Bachelors;United-States;Private;Other-service;>50K
Male;35;White;Divorced;HS-grad;United-States;Private;Craft-repair;<=50K
Female;*;White;*;HS-grad;United-States;Self-emp-inc;Sales;>50K
Female;17;White;Never-married;11th;United-States;Private;Sales;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;Local-gov;*;<=50K
Male;37;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
Female;*;Amer-Indian-Eskimo;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;60;Asian-Pac-Islander;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;*;United-States;Self-emp-inc;*;>50K
Male;37;Black;Never-married;Bachelors;United-States;Private;Exec-managerial;>50K
Female;*;White;Divorced;Assoc-acdm;United-States;Private;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;*;Private;Sales;<=50K
Male;45;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;25;White;Never-married;10th;United-States;Private;*;<=50K
Male;31;White;Married-civ-spouse;Some-college;United-States;Private;*;<=50K
Male;*;Black;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;54;Black;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;*;White;Never-married;*;United-States;*;*;<=50K
Female;18;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Female;*;White;*;Assoc-voc;*;Private;*;<=50K
Female;*;White;Divorced;HS-grad;United-States;Private;*;<=50K
Male;*;Black;Separated;*;United-States;Private;*;<=50K
Female;41;Black;Divorced;HS-grad;United-States;Private;*;<=50K
Male;25;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Female;*;Other;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
Male;28;White;Never-married;*;United-States;Private;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;State-gov;*;<=50K
Female;40;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;Iran;Private;*;>50K
Male;*;White;Married-civ-spouse;Masters;United-States;Local-gov;Exec-managerial;>50K
Male;23;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;40;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Other-service;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;State-gov;*;<=50K
Male;38;White;Divorced;Some-college;United-States;Private;*;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;>50K
Female;32;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;40;White;Married-civ-spouse;Assoc-acdm;United-States;Private;*;>50K
Female;*;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;>50K
Female;*;Black;Married-civ-spouse;Bachelors;United-States;Private;*;<=50K
Female;*;Black;*;*;United-States;Local-gov;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;Local-gov;*;<=50K
Male;*;White;*;Some-college;United-States;Private;Transport-moving;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;HS-grad;*;Self-emp-not-inc;Farming-fishing;>50K
Female;20;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Female;*;White;Separated;HS-grad;United-States;Private;Other-service;<=50K
Female;*;White;Widowed;Assoc-voc;United-States;Private;Exec-managerial;<=50K
Male;50;White;Divorced;*;United-States;Private;Craft-repair;<=50K
Female;36;White;Divorced;Bachelors;United-States;*;Prof-specialty;<=50K
Male;45;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
Male;17;White;Never-married;11th;United-States;Private;Other-service;<=50K
Male;59;White;Married-civ-spouse;Some-college;United-States;Private;*;<=50K
Male;26;White;Married-civ-spouse;*;United-States;Private;Craft-repair;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Some-college;*;Self-emp-inc;Exec-managerial;>50K
Male;64;White;Married-civ-spouse;HS-grad;United-States;Private;*;>50K
Female;33;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Female;33;White;Married-civ-spouse;HS-grad;United-States;Private;*;>50K
Male;61;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
Male;17;White;Never-married;9th;United-States;Private;Other-service;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Male;*;White;Never-married;Masters;United-States;Local-gov;Prof-specialty;<=50K
Female;*;White;Divorced;HS-grad;United-States;Private;Prof-specialty;<=50K
Male;43;Black;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
Female;35;White;Never-married;Some-college;United-States;Private;*;<=50K
Female;25;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Female;*;White;*;Some-college;United-States;Private;Machine-op-inspct;>50K
Female;*;White;Never-married;Bachelors;*;Private;Prof-specialty;<=50K
Male;42;White;Married-civ-spouse;Some-college;United-States;Local-gov;*;>50K
Female;*;Black;Divorced;Assoc-acdm;United-States;Private;*;<=50K
Female;*;White;Divorced;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;21;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;Federal-gov;*;>50K
Male;41;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;>50K
Male;50;White;Divorced;Some-college;United-States;Private;*;<=50K
Female;25;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;7th-8th;*;Private;Craft-repair;<=50K
Male;36;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
Female;*;White;Divorced;HS-grad;United-States;Private;Prof-specialty;<=50K
Male;*;White;*;Bachelors;United-States;Local-gov;*;<=50K
Male;21;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Female;27;Black;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
Male;65;White;Married-civ-spouse;HS-grad;United-States;Private;*;<=50K
Female;*;White;Divorced;Bachelors;United-States;Self-emp-inc;*;<=50K
Male;24;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;38;White;*;HS-grad;United-States;Private;*;<=50K
Male;48;White;Married-civ-spouse;Bachelors;United-States;Private;*;>50K
Female;21;Asian-Pac-Islander;Never-married;Some-college;United-States;Private;Other-service;<=50K
Male;31;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;>50K
Male;55;White;Married-civ-spouse;HS-grad;United-States;Private;*;>50K
Female;*;Asian-Pac-Islander;Married-civ-spouse;Some-college;*;Private;Adm-clerical;<=50K
Female;43;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;26;White;Never-married;Assoc-acdm;United-States;Private;*;<=50K
Female;*;White;Never-married;Assoc-acdm;United-States;Private;*;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Farming-fishing;>50K
Male;26;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Masters;*;Private;Exec-managerial;>50K
Female;*;Black;Divorced;Bachelors;United-States;Self-emp-not-inc;Prof-specialty;>50K
Male;22;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;24;White;Never-married;Some-college;United-States;Private;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Sales;<=50K
Female;*;White;*;5th-6th;Mexico;Private;Machine-op-inspct;<=50K
Female;*;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Female;*;White;Widowed;HS-grad;United-States;Private;Other-service;<=50K
Male;39;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;*;<=50K
Male;43;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Male;35;White;*;HS-grad;United-States;Private;Transport-moving;<=50K
Female;*;White;*;*;United-States;Private;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Female;43;White;Married-civ-spouse;Some-college;United-States;Private;*;>50K
Male;*;White;*;HS-grad;United-States;Self-emp-not-inc;*;<=50K
Male;*;White;*;HS-grad;United-States;Private;Transport-moving;<=50K
Male;*;Black;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
Male;26;White;Never-married;Bachelors;United-States;Private;Adm-clerical;<=50K
Male;*;White;Never-married;Assoc-voc;United-States;Private;Other-service;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;Local-gov;*;<=50K
Male;53;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Male;*;White;Never-married;5th-6th;Mexico;Private;*;<=50K
Male;30;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;*;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
Male;*;Black;Never-married;HS-grad;*;Private;*;<=50K
Male;45;Black;Married-civ-spouse;HS-grad;United-States;Private;*;<=50K
Male;26;White;Never-married;Assoc-acdm;United-States;Private;*;<=50K
Male;38;White;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;>50K
Male;36;White;Married-civ-spouse;HS-grad;United-States;State-gov;*;>50K
Male;33;White;Never-married;HS-grad;United-States;Private;*;<=50K
Female;22;Black;Never-married;Some-college;United-States;*;*;<=50K
Male;*;White;Never-married;Bachelors;United-States;Self-emp-not-inc;Sales;<=50K
Male;*;White;*;Assoc-acdm;*;Private;*;<=50K
Male;31;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;33;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Male;26;White;Married-civ-spouse;HS-grad;United-States;Private;*;<=50K
Male;33;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;11th;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;Federal-gov;Adm-clerical;>50K
Male;*;Other;*;11th;United-States;*;*;<=50K
Male;40;White;Married-civ-spouse;Assoc-voc;United-States;Private;*;>50K
Female;42;White;Married-civ-spouse;HS-grad;United-States;Private;*;<=50K
Male;*;White;*;*;*;Self-emp-not-inc;Craft-repair;<=50K
Female;*;White;Married-civ-spouse;10th;United-States;Private;Other-service;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
Male;43;White;Married-civ-spouse;Bachelors;United-States;Private;*;<=50K
Male;43;White;Divorced;Bachelors;United-States;Private;*;>50K
Male;*;White;Married-spouse-absent;HS-grad;United-States;Private;*;<=50K
Male;28;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;56;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;*;<=50K
Female;*;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
Female;*;White;Divorced;Bachelors;United-States;Private;Exec-managerial;>50K
Female;39;White;Divorced;HS-grad;United-States;Private;*;<=50K
Female;*;White;Never-married;Some-college;United-States;Federal-gov;Adm-clerical;<=50K
Male;17;White;Never-married;11th;United-States;Private;Other-service;<=50K
Male;*;White;Married-civ-spouse;*;United-States;State-gov;*;>50K
Male;45;Black;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;44;Black;*;HS-grad;United-States;Private;Craft-repair;<=50K
Female;*;White;Never-married;Some-college;United-States;Local-gov;Adm-clerical;<=50K
Female;33;White;Married-civ-spouse;HS-grad;United-States;Private;*;<=50K
Male;23;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;*;White;Divorced;Masters;United-States;*;Exec-managerial;<=50K
Male;38;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
Male;54;White;Divorced;HS-grad;United-States;Private;*;<=50K
Female;*;White;Divorced;*;United-States;Private;*;<=50K
Male;25;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Female;46;White;Divorced;Some-college;United-States;Private;*;<=50K
Female;*;White;Married-civ-spouse;*;United-States;*;*;<=50K
Female;23;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;*;White;Separated;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Female;44;White;*;Some-college;United-States;Private;Adm-clerical;>50K
Female;19;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Female;19;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Female;35;White;Married-civ-spouse;HS-grad;United-States;Private;*;>50K
Male;27;White;Never-married;Bachelors;United-States;Private;*;<=50K
Male;*;White;*;Assoc-acdm;United-States;*;*;<=50K
Female;34;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;Private;*;<=50K
Female;*;White;*;*;United-States;Private;Handlers-cleaners;<=50K
